Soil Type,Rainfall (mm),Temperature (°C),Humidity (%),pH Level,Nitrogen (N),Phosphorus (P),Potassium (K),Irrigation Type,Farm Size (hectares),Season,Altitude (m),Region,Sunlight Hours,Water Availability (liters),Recommended Crop
Clay,402.99837657604746,26.26711616475545,53.343501331076915,6.467140065657425,64.27950705063091,25.83004291275922,43.467814831647026,Sprinkler,11.750862554133235,Rainy,292.43398909353914,North,11.980402621766288,4189.03610259243,Wheat
Clay,1130.7638975016168,27.710430713763188,54.82778965022715,5.588712795182814,60.0945484537719,86.70116069106004,19.28396089422456,Flood,3.467404736697399,Summer,91.2632181736876,East,8.25144679498149,2827.9214385120194,Rice
Loam,1056.6011244831966,25.2508164074884,34.32760763400988,8.077655754874659,69.60798615670392,66.9268291750835,19.110562269114496,Flood,3.944539082474156,Winter,962.5646668119607,East,9.594075822687675,2313.089174232605,Soybean
Clay,235.22479025452853,18.92645353956462,61.37912122809615,6.949641796462623,36.25019845315131,44.80854872830765,76.87641807211604,Sprinkler,6.064547026958166,Summer,1465.1755231190525,East,11.137605921144488,1632.957050696854,Wheat
Loam,488.56381051283427,26.950659785770483,33.029512842734356,5.809832227318968,82.39976518799783,48.790019527930184,26.55875983073599,Sprinkler,19.13946584373613,Winter,530.2600312035261,West,6.704772436778304,1670.4570245865175,Barley
Sandy,500.3972355644928,30.66655906150272,43.20952893470356,6.758495505082317,20.40876611557603,20.42564679363964,76.7233394159223,Flood,14.8151173340026,Rainy,222.05076963456582,South,10.13738646631179,3647.5622188036014,Barley
Sandy,1073.4605666783468,36.199687475824234,79.85211411339546,7.5602022589609055,46.90407475181539,62.680263006484395,20.58873107665994,Drip,13.403019382984313,Summer,877.0616217829196,South,8.45306197035041,3201.721551788482,Sugarcane
Sandy,225.6236990806734,29.088740619377443,34.495306644759864,8.353413031218018,80.09387215414303,35.87425105428886,32.16863687013094,Sprinkler,16.430674904188113,Rainy,1364.213606088687,North,7.236876961680984,1488.3416866049308,Barley
Sandy,335.34115657994596,32.83364611129474,24.981079962140296,5.771561014858966,18.015864773261924,99.56451766743493,46.54869724396994,Drip,2.987741143875512,Winter,1186.8895807512943,West,8.416521712484652,1450.7914417533007,Wheat
Loam,1239.890910985146,14.80214904863719,24.830531482897143,8.101636202452708,10.986311374078294,48.01835152618879,94.31958496934507,Sprinkler,17.256989984613156,Rainy,952.6480091984382,West,6.455761721789501,1289.242299091166,Soybean
Sandy,432.1080606706337,23.846724232593697,85.85491643521755,8.270064399586216,88.36839676879897,48.58856061896132,93.17314247538246,Flood,12.099237920806328,Rainy,506.8319200810191,East,10.172442891535834,3975.0693894941764,Cotton
Clay,1048.569940207437,10.279948594812799,55.484430657328424,8.207471905862231,34.29296627591959,56.58517874106719,20.68718754222878,Drip,7.038915645449242,Winter,835.7262512505189,South,7.5164560124907185,3847.5283409171566,Tomato
Clay,509.63761536074446,17.40036593564869,48.65884502719128,7.223950249016685,68.3870124909032,91.67560031187467,35.82190412430728,Drip,16.409177487040964,Winter,182.30501989117028,North,7.868433870269268,1233.7239634183006,Rice
Clay,329.2738105871487,31.793851453390147,76.76150067055428,7.204372290521476,2.534860426393848,80.08180998597503,14.939938845377231,Sprinkler,16.15000841979817,Summer,1034.4708652069714,West,6.726487789448776,3241.0803023878916,Cotton
Loam,516.1238482992903,39.7542985404809,78.50781495373613,6.4112372161433795,69.00468884094497,45.113006979784146,50.998507931349714,Drip,16.99131734347618,Winter,1101.3892274015936,East,11.187954683339349,1338.7046209707596,Soybean
Sandy,1138.947011412357,12.975342987616477,43.25337231809232,7.633392588063257,31.61013115469705,71.8699265972796,46.05825506946666,Sprinkler,2.752599052086152,Summer,1449.2958532193823,North,8.960665675696433,4614.983082435767,Potato
Sandy,1312.4054085381715,22.044829475838647,68.55326402316567,6.859529064228262,5.574085358744174,58.62354987807616,90.07601624507325,Flood,19.402544277417633,Rainy,427.57617018035387,West,9.432881266718402,4628.46967672053,Tomato
Sandy,1279.2858239370892,34.00212906097478,73.97859710963206,7.37103324929903,60.9812761548117,49.23670487012489,93.00053777910726,Drip,19.212709998899758,Rainy,76.76180761238282,North,9.416596098569128,3792.9319592525203,Sugarcane
Loam,716.3385885039912,16.121069038866963,65.82554808061681,6.4996026634707835,24.080381607317324,19.231577278435054,38.35673910072921,Sprinkler,7.47065808728396,Summer,841.1322734193684,West,8.462958687248051,4704.7556857578,Potato
Clay,1068.5106775418399,26.65254847906859,30.611655236006957,7.560237624150987,38.680724205188,46.39362634548909,49.173794301898944,Drip,1.7849333551324331,Winter,1074.846231375381,North,7.155179492628837,4245.812121654762,Wheat
Clay,466.47958404056726,31.992138880890245,81.311815846194,7.885650311615922,8.058081228651359,24.581858702257463,89.62362491461332,Sprinkler,3.757585554641321,Winter,1196.0908400303326,West,10.470796490990399,4314.154303708197,Soybean
Sandy,581.0920493393172,28.47956350780537,57.73661869152061,5.512526898109856,14.716325109494532,91.48421498516547,80.67078077450614,Sprinkler,19.860201096171593,Rainy,330.9214528859754,West,6.7623375921460465,3278.831402279733,Tomato
Clay,1365.2365640774558,15.640742038462484,39.77306984590026,7.915254004509798,29.797723549584376,33.540681349634696,0.3656311344649277,Sprinkler,11.47875239184743,Summer,429.5416601036843,North,6.623242741672863,2224.2367928647036,Sugarcane
Clay,216.90250056395683,20.661537060572183,49.76597298063857,6.891037861266075,8.975950056015714,95.22640145333723,32.00595641835825,Flood,7.454125077108015,Rainy,793.2568416375797,West,10.26087022557902,1871.1964604656864,Rice
Loam,311.1610901108085,33.513753534561914,22.629976327923515,7.9563306818157855,91.08262646863152,53.30552900947112,42.17742419361259,Drip,6.119952530075757,Rainy,529.3711744565027,West,7.2530221227119025,2308.8000881557164,Rice
Loam,470.2521316898355,26.6267954239605,28.950676085569228,6.509555972193551,0.6047043183978418,63.15443786761603,22.97162836832317,Flood,5.511338838563477,Winter,1297.7416555517952,West,7.840636508116994,3513.9817203562484,Wheat
Loam,234.49186503596565,10.156888406287383,73.58827253611025,6.326641698840623,48.38602188643114,54.29404444893278,19.957161589593873,Sprinkler,13.4509789185624,Summer,736.9522229211444,North,8.85136480201044,1690.6261433295958,Barley
Loam,435.8660656167365,32.829722800842816,20.00081443287563,8.202712563810278,12.324745813255145,12.93806169667009,3.7784506595679668,Sprinkler,8.678062714633876,Rainy,1209.3890339479044,North,8.696107900377278,2034.5609465492864,Soybean
Sandy,957.9540292605998,11.059340648207172,49.15960799376045,5.879092436419405,30.767908947794854,37.5821219007941,64.33697250697605,Flood,19.325508637687925,Winter,891.898652699413,West,10.251474750389995,2872.243451181858,Sugarcane
Loam,747.8519157702474,32.37201348193696,56.57571267599119,7.954743138501501,92.60595598182655,9.914611227762393,26.251029048316564,Flood,13.834939097584549,Rainy,1170.9807053448123,West,9.740590760660165,1932.2003940984623,Sugarcane
Clay,1360.4732244000672,16.074416804957124,23.82440940006806,6.694072003782915,16.169455327398687,62.29540441833817,5.234717843131309,Drip,15.944869525454743,Rainy,532.3758304689695,North,9.866376973691194,3354.5746788642464,Barley
Sandy,1262.676630259973,38.74220440358141,88.1154714080633,6.799334048929409,96.58323197183326,44.68741952004389,23.097931052806363,Sprinkler,6.208460197371618,Winter,1255.5541017989513,East,10.284325983932744,4692.704113825319,Barley
Clay,644.3625572072388,21.038222539062534,37.5548981357343,6.079638985213194,20.579437698942172,77.79849715709368,80.19139528361265,Flood,2.044134977618204,Winter,448.1298575489813,West,7.755676364540792,3992.3574628125057,Potato
Clay,537.2504634606803,19.807948490142373,41.293910374539664,7.005647702166555,74.15661084668295,22.047048099936983,85.14891816465466,Sprinkler,10.01254532894668,Summer,841.8432716047716,East,7.933999870802841,3665.706456595652,Tomato
Clay,693.6001306174469,14.46664150997334,41.27597585785192,6.138239186966739,54.66772648973117,16.45660584293349,48.30662451933026,Sprinkler,6.634340157651432,Rainy,360.3103141021176,North,8.627986487373324,3330.885903935115,Potato
Loam,967.3834252692501,19.168126464706447,36.1291663482145,5.137442949845783,88.44787275967592,40.63322309637678,41.607067040868614,Drip,4.440621717654512,Summer,739.5134563579803,West,7.844773038201156,2951.7916370282596,Maize
Loam,,36.29952285484602,20.1031675460418,5.951995118705247,55.399325550313094,92.65853832183811,97.78536935017817,Drip,19.076521550616796,Winter,511.3540537876196,East,11.90962721382518,1746.2554385386388,Maize
Sandy,1011.3935802038742,39.890030128817415,71.05413558615975,5.022326651923067,53.45592191563087,71.04218150124117,20.05646595880699,Drip,9.15777017966959,Winter,436.71997442396065,North,10.884311558528578,4578.841821707462,Wheat
Sandy,732.2351478486125,21.049285915205452,87.67918498594997,8.424241754698999,19.54580003683999,41.89236247929187,21.535928285460848,Flood,3.90681754495132,Rainy,1452.1282761406544,East,6.9879281295361775,1994.1440080513453,Soybean
Loam,,23.458318928636277,35.700543829953155,8.380115234369116,16.62293620516587,51.727216975431055,29.186717703639975,Sprinkler,4.3736877272822134,Summer,282.1074529557594,South,6.033564935291217,1365.2355103126429,Sugarcane
Clay,766.9644878759117,31.66212814608211,66.41330342623957,6.383043541153068,91.64891511155142,8.421301117709834,17.275731828108732,Flood,5.9738399780595834,Summer,1191.6224643132232,North,6.256699609483607,4000.0607169147806,Tomato
Sandy,582.805487404493,36.585873413952235,71.93274288711007,7.5492979901887605,32.78381988500341,98.4575896376113,37.93655982041866,Flood,19.9866672296994,Rainy,1477.0391912506616,South,7.464380706257551,1702.4621373246655,Rice
Loam,1432.9892990508038,27.791330025603525,79.38977653633674,6.210321344436487,37.20822549628959,66.6407304694919,91.08342269897538,Drip,5.726224260132148,Rainy,78.85715142311285,North,6.685747715021139,2487.583998164704,Rice
Loam,1192.687532407689,21.745770945334883,49.584043790952634,7.348826049800916,75.98236584283885,28.540406846342247,61.534784062857426,Sprinkler,6.911635189279846,Summer,1063.5897503610377,North,9.200028689355433,1113.139713163919,Cotton
Loam,382.1471284963883,22.37865522545871,41.205163394830045,7.819005150660927,33.882348242280734,58.58083942152443,41.19465486122637,Sprinkler,13.356898495688029,Winter,416.7221180566163,West,11.14797133636415,1548.2717701617923,Barley
Clay,1329.0083686672867,30.868544394904205,42.77065938161218,8.313646856422842,95.20624466390028,10.948236606899398,93.44107945712148,Drip,6.232246840000816,Winter,108.70734527604145,South,10.420501325479364,1692.8145230396483,Wheat
Loam,833.6605577243678,10.096547908128361,69.88349331689591,6.400742965473852,73.79277689988002,96.58366688075836,4.846423247582232,Sprinkler,4.70818289566402,Rainy,634.1898894871147,South,7.293654378493143,1217.6405110007117,Cotton
Loam,1362.9178949623188,28.58768012379522,77.17456265539452,7.741542940346167,59.742924257342,17.478498788336594,21.027617790186138,Drip,3.5934251396671746,Summer,1406.0658247477688,South,8.395795536154715,3626.627826491381,Cotton
Loam,1239.8118327315099,100.0,23.785249627608337,5.930749577212415,88.08951605447525,64.80303180552141,56.5888605101759,Flood,6.597311968041947,Summer,67.05938683214664,North,9.047365257187666,4348.031183212469,Soybean
Loam,752.7775558100035,33.82591993831252,45.96587057104357,8.466163063277769,4.960590834948276,24.545446253893044,61.55526231931792,Flood,2.5653559477610837,Summer,902.4342532981834,South,10.861235097020014,2493.261625463764,Sugarcane
Sandy,229.21010081615262,12.789719194693966,83.1358137724405,5.090193595675229,25.706269218920873,71.75613826485358,3.9557506562613143,Drip,0.8636084350882665,Winter,777.0248939632203,South,11.03472961863699,4498.3059068728035,Tomato
Sandy,549.2805672004299,27.646068008451714,76.46854637863174,7.112350822753923,46.50363342209099,77.68213672402811,40.30387579071322,Flood,16.19051309802621,Winter,1316.4070383380188,West,11.458309871446655,1853.386298240506,Rice
Loam,904.124479059127,24.429186696583713,88.94008819337331,7.308270935779645,22.6978539471521,67.34197289114327,64.91539648308728,Flood,3.188951377084243,Summer,171.8024860549072,East,9.055471503017252,2301.561694244958,Rice
Clay,1023.5216857739914,29.26976577715682,72.79737817774566,7.4081594497594505,74.39051873021519,61.44994602551925,69.80705464034016,Drip,15.631548571397225,Summer,1038.2127433356432,East,10.165648478615179,1602.9479721246735,Rice
Sandy,535.253991063163,11.945607834489051,47.523664071954556,5.421356525761811,499.39646790782723,89.24690939520117,63.813990251626926,Flood,16.052078340239866,Rainy,1036.1590627282521,South,6.670802227403623,3482.2367816759943,Maize
Loam,381.1628962946714,27.399513622843937,61.344648379624644,8.284854242155957,42.37701199309234,7.862671098975804,32.05632243609246,Sprinkler,10.989430763420241,Rainy,1020.1660244503107,South,9.391733759723893,2679.4783634812275,Soybean
Sandy,1285.4093078390888,26.844537638785713,66.27099779731242,5.63414147667529,34.2132600111895,33.09147657801952,9.352012359790951,Flood,6.538798187102553,Summer,1416.3850176558035,South,7.492150856826811,3453.133387367595,Wheat
Sandy,1479.7228349146178,26.819802832485127,25.491907142198677,7.179636911339443,96.15507321375662,24.828747963084595,42.71124464193341,Drip,3.328138308122825,Summer,1243.4769170599766,South,8.590301310159667,4046.6996215767344,Rice
Clay,883.3972369934916,28.104629997893646,58.114787137270554,5.779366276930798,44.485243282754084,98.80139620654217,12.875443736805547,Sprinkler,14.867699581059481,Winter,110.86045305308372,East,9.804303049840316,3182.8120641317937,Rice
Loam,423.18307160279454,30.294038116790865,69.65245799308266,6.075257459574448,48.90484004492832,38.93897796668735,94.76236585206671,Sprinkler,12.227046226644827,Summer,733.0701335215441,West,7.541915627122687,3510.5214196071515,Wheat
Loam,553.9995244751797,34.14966999042309,31.712491280074225,6.912604896048435,499.39646790782723,73.26126992403988,47.51708660226283,Flood,13.281342401624501,Rainy,627.0319314919335,North,6.313110346780567,4741.001257577332,Maize
Clay,223.90787951170677,18.09462160384643,74.64422021978899,6.460176964976018,90.95484730121383,68.47251638810046,31.725917435686757,Sprinkler,0.6690472519800552,Winter,499.713470581663,South,6.061403138452545,2196.2572384353725,Cotton
Clay,1388.5884485286488,34.751482305401865,60.86409463598781,5.560789603417772,56.89554832818507,21.208123747737773,76.63040711189001,Drip,18.58658180630258,Rainy,704.438251473441,South,6.1329572132671295,2436.655754535813,Wheat
Loam,,24.94767046790361,86.65552499883162,5.598277408472969,76.21745871816447,23.899768021155133,49.79485925822639,Sprinkler,1.7926586552077297,Rainy,607.0815681426673,East,6.050098425082618,3870.813446837348,Cotton
Loam,949.4714181685297,12.311748374029936,22.96956087448242,6.463506758569799,81.18067183508863,28.12845635530341,31.003402401245005,Flood,7.65271476023011,Winter,676.8841548240647,South,6.662130339347253,3445.222068221547,Barley
Clay,556.2717868933678,11.756527877319376,38.57282962888269,7.650490423964253,34.18490419172582,41.112727825937924,81.19677423908017,Flood,8.352877168208156,Rainy,1469.9297051325316,West,7.436932287420779,1714.1316181588593,Potato
Sandy,920.4314032705314,20.027149560881824,62.10877155098768,8.14287626396726,43.369433132038004,23.43250656505268,86.7152151001122,Sprinkler,0.5264327277100025,Summer,178.5178133868921,West,7.327329085093795,2504.5892400419607,Rice
Sandy,1046.8465048574235,33.54690931334403,24.51228611745372,5.29444681790784,84.84717744062647,1.9651482746847804,67.3008166288677,Drip,10.193241532340544,Rainy,1387.2347612661583,South,11.92077956507938,2871.35205249886,Wheat
Clay,1278.6643448193622,31.230428042227473,70.00969148498694,6.375863676457904,36.32553516758102,87.93930568071954,4.6964422407667294,Drip,15.179775392964693,Winter,746.3432345329887,East,7.836036631253659,2677.5593518735577,Potato
Sandy,468.34765328878416,33.65844894017219,73.13036977653516,,79.39351334518513,96.5609831380884,56.632288016653206,Flood,16.553738735738058,Winter,954.4262559743347,South,6.764524700156395,1713.0992332881633,Tomato
Clay,214.2945772560246,25.51807169324828,27.17611748465321,5.058073682214093,94.09923225744372,34.15703870315679,76.32949119972817,Flood,17.648241369464746,Winter,1253.7653015956562,South,9.273375265006548,4697.720367137049,Soybean
Sandy,377.95131908944944,23.205969938664715,55.96981249447374,7.316015389253848,62.3210373068007,33.85068794254729,13.650301208358218,Drip,10.010517932149705,Rainy,572.6713922664205,East,11.14774473238505,4049.2750467759033,Barley
Sandy,1370.0242344025366,14.42357580118852,55.622338891373914,7.108573046883057,74.16272874518889,0.7091812774370987,22.867075138460336,Sprinkler,12.797405715328184,Summer,674.111766727552,West,10.068362260726051,2925.423328431409,Tomato
Loam,1336.0571008312697,19.845782608279347,45.84965391508787,5.5705668983521015,80.50973120411349,68.02506883303741,88.24951050681365,Sprinkler,2.050634409281726,Winter,643.8017964041352,North,7.776492534812702,3720.244113227346,Tomato
Loam,976.6370328214008,23.020580985216256,85.30474037987705,5.818344915825724,84.50396488966425,82.54398957486288,2.0121721853074037,Sprinkler,10.016745373494123,Summer,593.3599826768518,South,9.36969695874873,4589.130688542087,Barley
Sandy,980.6719185637494,12.658012890388516,77.92544239112549,5.082977137755814,39.505333785679596,14.660830036000316,75.2727137825976,Sprinkler,3.518907219998838,Winter,1392.0175163879976,West,10.289135845202455,1544.696569446285,Cotton
Sandy,1064.5476769101322,16.618358581336338,68.80465673367458,7.922315219930413,5.126345917599817,15.966634936715074,47.37732925144229,Drip,7.708040793639168,Summer,1251.9483422298674,South,10.368626954206455,2001.4922028279107,Wheat
Loam,427.9826622104845,27.946758821912166,70.00286450144984,8.41141708616993,40.187627123673956,79.00832499714377,44.677215883960685,Flood,6.921453600859686,Summer,208.04998530131533,North,9.999230731786133,3170.80498902658,Sugarcane
Loam,1388.7355297024478,32.0698934271757,52.32013006691834,5.474108378781418,67.37562297840898,61.629074835414464,0.7096532494887176,Flood,8.759041256209409,Summer,206.77886109178925,East,11.224862548653707,4196.041485409434,Rice
Loam,744.4016823596951,39.95042534178849,84.46961647676031,5.810163248178544,45.03503857807928,4.486055762771701,81.93982309664928,Sprinkler,11.646914050495585,Winter,670.4107965368372,West,11.220632750064626,1145.0195817661095,Maize
Clay,698.0800867243468,37.99339994030673,68.62167990772997,8.03943333381427,74.89631508603985,62.25469904622817,35.98249006365665,Drip,18.10609461772842,Rainy,193.05319626257312,North,9.47361935644202,4936.072600785442,Wheat
Sandy,874.5930168676888,29.276955986055746,71.02867431590715,8.242623292846647,35.69824294686639,30.891772284376607,54.07656313005429,Drip,8.192450311276353,Rainy,947.6849881431235,South,8.579138214667275,2819.6264115295885,Rice
Loam,261.0557568075716,22.63744159882216,80.31836326511416,6.468695839823836,63.474414110402954,36.872515547084596,67.73006863356595,Sprinkler,19.63205831637524,Rainy,258.35283052951416,North,9.849421773390599,2436.924562486892,Wheat
Sandy,416.16837938290325,29.08532094124698,48.50379796281956,5.17717865294176,499.39646790782723,76.97314182968802,70.26295764379158,Sprinkler,15.301046936998455,Summer,807.4412327518615,West,10.909272008222779,2170.8977513590876,Tomato
Clay,,33.56954854240696,76.49496327066922,5.137871417924868,74.93694366449569,81.09351926726106,95.59800588260723,Sprinkler,10.473880412373473,Winter,60.46892315539074,East,6.033912629047109,1697.4268306034865,Sugarcane
Clay,307.6382683026644,13.55008572770162,33.66684220695444,7.008824531241537,499.39646790782723,40.03566268398306,53.13399532366091,Flood,13.05851552368291,Summer,509.0647051983377,South,11.951982054089108,4166.295635720111,Maize
Loam,984.0977423063047,22.297146690888646,44.17393665714215,6.3751328811261265,20.40643885466006,94.71529360063548,39.97195509744276,Sprinkler,2.4933713370729174,Winter,1031.9265493253504,East,7.097362633975195,4821.656658984386,Wheat
Clay,518.9538425857172,35.19406856906852,43.49273179888899,5.100283496521791,29.191117349780725,40.64627179520722,95.37036264917079,Flood,16.968169860616268,Summer,751.8564633303803,East,8.821493913959857,2654.579019381593,Rice
Sandy,706.0842982545695,21.51498855799132,88.49678278723984,7.041383373093948,74.86087085818323,77.18360352301099,64.21102350255211,Drip,11.855970373747335,Winter,1468.4907546985328,North,11.2321784090572,4809.682779013825,Maize
Loam,575.3018578019098,27.156168136815594,79.95760566235488,,48.26012356615207,48.38772645642591,29.81503562765556,Drip,19.728315864087236,Winter,1317.4505042960056,North,7.350242394265196,4295.190461740136,Maize
Sandy,,27.633080825865946,69.08189031131818,7.755801853522455,21.60314403930722,89.7532326522084,12.646424540357115,Flood,12.910360503180558,Winter,570.6526296125693,West,8.860771343402298,2924.204509905273,Soybean
Sandy,1134.7596767395191,15.53428759400918,70.89397331307731,,96.72711903702977,90.77612436501786,84.25545014651813,Flood,16.765175873693337,Summer,115.95548513479817,West,6.795493081087075,3696.104716504531,Tomato
Clay,586.2582303101276,20.867063249568652,58.72097223950249,,71.51250198168879,8.741680787108386,36.21816027941516,Flood,16.095373484507174,Rainy,1276.1581351667774,East,8.370457952329156,2739.936716681852,Soybean
Clay,936.3260323859663,20.035338662257963,86.29634669759633,7.059232773441037,95.71348325397962,93.64933313102257,66.04697213644312,Flood,7.236492453631242,Summer,1371.2897499562735,West,7.062812728758015,3234.8936328502095,Rice
Clay,818.8655228588295,10.785901255961944,54.73811270176531,6.391895450515691,42.71050453603432,82.55348415204156,47.08164193658981,Sprinkler,5.562407192047627,Summer,1239.9097204576033,East,8.181766492626942,1232.1853480740153,Rice
Clay,1062.7725149714424,10.725752916740657,46.636239690892616,8.408301446750023,47.51003406917205,79.13107143126669,19.892977979503833,Drip,8.894624876914445,Winter,235.52741433365904,South,8.240785300756333,3785.0539012021327,Cotton
Clay,1417.8786611221853,34.9509113102732,31.41247358521137,6.904695318762958,89.79552161850192,20.091133968552242,60.16866086204651,Sprinkler,9.611206215972324,Winter,1496.9769448978172,East,11.959024737589996,1211.2985779365467,Wheat
Loam,1152.3437263733254,18.19212429918437,75.03439565827406,5.963337133629529,52.504934024538464,80.51192087546649,6.068306895068232,Flood,5.181651687764556,Rainy,424.94712125152205,West,11.968878175822633,4268.339787678598,Wheat
Sandy,479.4224921679838,25.542362987164463,71.4110752452914,7.483036026218912,70.72789119056672,85.01327346850368,41.334245987119225,Sprinkler,17.94465853034395,Rainy,1100.0971235721365,West,6.6887176719636745,4299.7877178422295,Cotton
Sandy,240.53807557967008,18.961767207663193,46.904852696689446,5.950222008899489,25.217287749552998,28.915033445415094,54.661493966367104,Sprinkler,11.079683314862597,Winter,1366.6505706867963,East,10.355812675970084,1948.3091502248585,Potato
Sandy,540.9432575897727,38.220377353460215,21.763538977146055,8.164851519926478,44.67264687026405,95.22600783623237,43.604697411857906,Drip,19.579665646994606,Rainy,391.7463157795287,North,6.310472878014607,2294.651124143201,Barley
Sandy,973.6013099103312,17.778902765973214,78.72981294026076,6.311526896775818,12.34498658103551,4.986014639916425,74.86721752509908,Sprinkler,16.295346671902134,Rainy,1366.9749042817457,East,6.181152092023131,2925.241514233173,Wheat
Clay,266.85355752952546,22.889704382168052,20.799258841785154,6.924539969716719,20.59800358769617,14.990925324713967,82.79249545453125,Drip,11.336244777642946,Winter,498.7482898325571,East,6.632003365469786,3386.651627729926,Barley
Sandy,845.2761213616072,36.181907514538054,69.25898457403358,5.177005863384801,0.0943415267631087,53.75811380515143,77.1243074033178,Flood,18.967285423815003,Summer,1465.7991724568815,North,11.792913942047605,2149.414646967987,Wheat
Loam,975.895703591956,35.25800700375426,87.91799768082399,6.491424332832808,3.926505164866023,57.579247112230966,3.881294781180211,Sprinkler,10.345058894358488,Rainy,457.82702955168816,South,11.645181287368185,3369.9456185277,Potato
Loam,634.517058062049,15.58304253538832,50.63629297037424,7.913272388813482,97.72838231769293,64.51500833009034,19.41287704459722,Flood,17.798576994114075,Winter,1432.4819458988609,North,7.163566921684083,2191.1482929171952,Sugarcane
Sandy,1202.1858648695684,34.079299293871316,36.44813834971669,7.819770818771697,24.23536951367623,1.6969129315466458,53.66075092637743,Drip,7.4838232333182075,Rainy,127.63974379437862,West,6.97003401332227,1221.9628842842426,Potato
Sandy,338.57772907390336,23.74560660213678,69.34097070303672,5.785114955987342,66.33107095040019,96.03667746221302,93.48220404438013,Flood,7.883526476379834,Rainy,1078.4444169212288,North,7.4432105190956825,1010.1101993276358,Rice
Loam,297.6791162565514,24.489066162560654,90.69448257876627,,83.90996987996115,4.458809273414399,83.49567750521169,Flood,8.653548317933158,Winter,821.5611440636553,West,9.093281964450853,1404.6042316737144,Cotton
Loam,1146.6453830646842,14.004399172478314,58.25012212544931,7.860568592746329,55.066045923656425,14.306195272340238,84.25345083518016,Drip,11.1592000958933,Rainy,742.9217618279595,West,9.418227792212459,4169.002800656073,Rice
Clay,844.138711068058,12.41804541271374,87.69246926793024,8.256394470592639,15.31445000839562,1.401451752605698,30.32081937596749,Flood,11.293060268877069,Rainy,374.066755670968,East,7.3295605826366845,4845.725249533349,Sugarcane
Loam,1094.9231153560568,31.838179209212957,23.616810516057278,5.333763224455512,72.81164373361663,56.685843329409465,42.94478970787026,Flood,10.179778972703142,Rainy,1073.1138951759133,East,10.53973672853967,2707.864797124877,Soybean
Clay,765.2755401848701,24.893834570658992,55.33569188131697,6.5752052379917885,60.025141009958304,93.22668839209723,47.070594731593744,Flood,6.467018984871766,Summer,326.6737625971453,South,7.857319016415905,3050.735813799771,Rice
Clay,520.3226432108388,23.105521078455386,70.2917763125785,6.1810899763748015,73.12505893473751,66.59471660804643,15.737158334991042,Sprinkler,18.580526063421203,Summer,851.620604177914,West,11.532787953176463,1587.3926762937044,Rice
Clay,1264.8330129764597,31.8852468595719,80.38483298044252,8.047409594101037,76.97466228570872,82.26574684804274,3.1068130244456316,Flood,11.977428898310459,Rainy,417.20577640836365,East,9.940336238740382,3204.125410720628,Rice
Clay,1239.240642659673,32.96538696973329,32.547892833545305,5.292337201380065,97.54103676847451,1.3281203458580082,94.69028994605169,Drip,8.4509147157361,Winter,1435.6510006829662,West,8.61810716582167,1578.6196080279074,Maize
Clay,1103.1054121107547,14.767245030080607,76.0002437234577,5.738940798953131,57.356328002671,54.20152984797261,24.07125856635067,Sprinkler,13.197950734500555,Rainy,91.5152310616966,South,10.739472010217073,3444.8573247953204,Barley
Sandy,553.7886783989516,28.30675448432924,58.68949530029817,7.633639181552731,34.164111269060186,45.95629775055219,23.99489037236313,Sprinkler,15.4753517772912,Rainy,339.606006161293,West,10.907487756279988,4733.034670323415,Potato
Loam,967.2998669298132,14.060622468330566,45.331410053603534,5.179528471434255,64.8464556900237,49.8967944220793,8.337905376875954,Drip,19.23419772045074,Summer,401.3503792617992,South,7.742889633653662,1782.7941572121586,Soybean
Clay,669.2660660220348,32.54125258087137,29.220052000536548,6.723873832500012,6.844070924262613,7.221318533518795,92.85077519437786,Flood,10.241208664217861,Summer,650.3983473633338,South,8.038287263016507,4058.2548722284077,Potato
Loam,319.0566953246244,29.708654688014185,80.57070312362387,6.54737462137902,89.73973183215863,68.44353610693075,57.9737114939772,Sprinkler,2.6859209518397966,Summer,387.4588507115776,South,11.61573092237162,1094.009691273296,Barley
Loam,1392.5076481009157,38.69843863250374,31.009124572580074,6.17040412646062,11.938101133819679,50.322041485863444,66.70368571253539,Sprinkler,9.094933128012556,Rainy,762.4561808897387,East,6.9884462301796315,2501.988965286484,Soybean
Clay,377.8642201946498,12.068740490692635,41.68515014463695,6.381003103616234,32.784283788581824,76.51488498612639,91.15768872630525,Sprinkler,9.839925948342692,Rainy,1315.0750087248816,North,6.252902501777605,1442.994031322036,Tomato
Sandy,1435.3085599670433,11.71164163453763,40.30318723737058,6.854792054255816,81.57453806261209,48.52906340617154,34.56201689007895,Flood,17.991384524620642,Winter,1082.4919610432976,North,8.724331935657295,2409.9017663827976,Maize
Clay,779.8075048453425,18.465612240796005,80.9989823933598,5.564785754359341,59.731237833071184,14.938163622643208,62.15073111380841,Sprinkler,8.198614985027586,Rainy,890.944871775911,East,10.807259401461774,1694.1476785555342,Rice
Sandy,440.6728074902055,17.85117051207718,67.08920959462286,7.001985573992575,39.363552027744205,64.8256954077822,3.879945472888746,Drip,19.089823165299197,Rainy,179.0546080748855,West,10.630008637864474,2493.2199604915495,Maize
Loam,904.4712315918656,17.409363972159994,75.76769780339606,7.819013152549952,47.34356593750214,17.238636210516624,18.677252823112934,Flood,9.96007220042953,Summer,1056.2885571644497,East,11.517183773476996,2670.0912244301217,Potato
